name,lat,lng,pop
KUALA BARU,2.5886878504672906,96.21797943925236,4001
TANJUNG RAYA,2.6174170212765966,96.21496879432624,12555
BULU HADIK,3.118699999999992,97.31119999999945,47116
BUBUHAN,2.5763341463414635,95.9489219512195,14622
AMARABU,2.583185185185186,95.93579074074074,3210
KUTA INANG,2.6065019607843136,95.93944901960786,210
KUTA PADANG,2.589261764705883,95.9348235294118,6298
LATAK AYAH,2.5898210526315784,95.9255289473684,4134
SIBULUH,2.6098365853658536,95.93378536585364,3295
BORENGAN,2.6023512195121947,95.91661707317073,6148
UJUNG PADANG,0.0,0.0,1953
UJUNG SALANG,2.711842857142857,95.7815561904762,984
PADANG UNOI,2.6791524390243904,95.80846707317072,608
MEUNAFA,0.0,0.0,329
NASREUHE,3.1186999999999943,97.31120000000008,204
ALONG,0.0,0.0,1835
PANTON LAWE,2.6957163265306123,95.793393877551,4104
MUTIARA,2.6958014705882354,95.8056279411765,2016
KARYA BAKTI,2.6713365853658533,95.82134390243904,267
TAMON JAYA,2.6758318181818184,95.83344204545456,5575
JAYA BARU,2.6680282051282047,95.86480512820516,2475
TAMENG,2.6625989690721648,95.8779175257732,422
LALLA BAHAGIA,0.0,0.0,1844
SUAK MANANG,2.626895714285713,95.8894271428572,152
BUNGA,2.641844508670519,95.92823988439304,8234
GANANG PUSAKO,2.633429824561403,95.8947561403509,5656
KENANGAN JAYA,0.0,0.0,208
SANGGIRAN,2.8982840909090912,95.8686818181818,2682
AMABAAN,2.858870186335404,95.87005838509316,9218
MITEUM,3.118699999999996,97.31120000000008,1968
MALASIN,3.118699999999997,97.31120000000008,4682
LAMAMEK,3.118699999999996,97.31120000000008,13689
SIGULAI,2.7421875,95.91566160714284,1638
SEMBILAN,3.1186999999999943,97.31120000000008,35792
LAYABAUNG,2.7292230337078647,96.06821910112356,5327
LHOK MAKMUR,2.895159523809524,95.8303410714286,4164
UJUNG HARAPAN,2.8921926829268303,95.89539024390244,15162
LHOK BIKHAO,0.0,0.0,3296
BABUL MAKMUR,2.820832,95.88262533333337,1943
BATU RAGI,2.791022666666668,95.88118666666668,3755
SINAR BAHAGIA,2.7535886075949367,95.96317848101263,3291
LAFAKHA,0.0,0.0,181
LHOK DALAM,0.0,0.0,45733
LUBUK BAIK,0.0,0.0,6110
LANGI,0.0,0.0,35909
SERAFON,0.0,0.0,8329
LHOK PAUH,0.0,0.0,92
LAMEREM,0.0,0.0,1020
LEWAK,0.0,0.0,2209
PULAU BAGUK,3.1187,97.31120000000006,9344
PULAU BALAI,3.1186999999999987,97.31120000000004,43800
TELUK NIBUNG,3.1187000000000014,97.31120000000008,16642
ASANTOLA,0.0,0.0,3728
UJUNG SIALIT,2.2193529411764708,97.29958431372548,19272
HALOBAN,3.118699999999992,97.31120000000008,12893
SUKA MAKMUR,3.1187,97.31120000000006,20954
PULO SAROK,2.277079569892475,97.80671774193549,18505
PASAR SINGKIL,2.276405102040815,97.79083367346936,31503
UJUNG,0.0,0.0,15915
KOTA SIMBOLING,0.0,0.0,3347
KILANGAN,2.284793181818181,97.76642840909096,13613
TELUK AMBUN,0.0,0.0,6156
RANTAU GEDANG,2.3238402298850582,97.7712459770115,10896
TELUK RUMBIA,2.3420166666666664,97.79093508771923,8067
TAKAL PASIR,2.323564285714286,97.80646428571428,18714
SELOK ACEH,2.3041354609929074,97.82969432624112,5171
PEA BUMBUNG,0.0,0.0,976
PEMUKA,2.2842867924528303,97.85697924528306,609
SUKA DAMAI,2.2644912751677846,97.86158120805376,4451
UJUNG BAWANG,2.291642857142857,97.84414642857143,9510
SITI AMBIA,3.1186999999999983,97.31120000000008,22931
SUKA MAKMUR,2.2953729729729733,97.78127702702706,2631
GOSONG TELAGA UTARA,2.2800107142857144,97.92478214285713,61175
GOSONG TELAGA SELATAN,0.0,0.0,19791
GOSONG TELAGA TIMUR,2.278338636363636,97.93704545454548,122978
TELAGA BAKTI,3.118699999999992,97.31120000000008,15069
KAMPUNG BARU,2.2733197183098595,97.9600788732394,81475
KETAPANG INDAH,2.304543902439025,97.9292429268292,58485
GOSONG TELAGA BARAT,3.1186999999999934,97.31120000000008,142185
KAYU MENANG,2.308371487603305,97.74658677685947,54000
KUALA BARU SUNGAI,0.0,0.0,21200
KUALA BARU LAUT,0.0,0.0,38959
SUKA JAYA,3.1186999999999934,97.31120000000008,18952
PANGI,2.4242999999999992,98.0200238095238,1274
TUGAN,2.4342589473684217,97.97493789473684,10741
CIBUBUKAN,2.447664864864865,97.96475405405404,740
KAIN GOLONG,3.1186999999999925,97.31120000000008,8329
SUKAREJO,3.1186999999999974,97.31120000000008,3179
TUH TUHAN,2.436564462809917,98.06900991735536,3988
LAE GECIH,3.118699999999992,97.31120000000008,7204
SIATAS,0.0,0.0,18810
KUTA KERANGAN,3.118699999999996,97.31120000000008,2867
LIPAT KAJANG,2.44382105263158,97.98910877192984,13197
TANJUNG MAS,2.464974074074075,97.96876975308643,91
SERASAH,0.0,0.0,26156
UJUNG LIMUS,2.463375,97.98500288461535,1489
SILATONG,2.459101298701299,98.01087012987011,1078
LAE RIMAN,2.4574641509433954,98.0250150943396,7898
PERTABAS,2.4292130612244898,98.05795061224484,2976
KUTA TINGGI,2.4528274390243894,98.071293902439,6919
LAE NIPE,2.4546891891891907,98.0557081081081,3776
PAKIRAMAN,2.450316049382716,98.0463444444444,1646
LAE GAMBIR,2.474790109890111,98.06816813186808,8062
KUTA BATU,2.4673093457943933,98.05736448598128,411
GUHA,2.462976923076923,98.09344175824177,4244
LIPAT KAJANG ATAS,2.4363466666666653,97.98615466666664,893
SIDODADI,2.4288272727272737,98.00240000000002,5066
PANDAN SARI,2.353409505703424,97.97037832699614,11702
PERTAMPAKAN,2.337045098039216,97.90866078431368,4272
TANAH MERAH,2.3691682242990653,97.8977242990654,2724
SEBATANG,2.348723636363636,97.9101836363636,3447
SEPING BARU,2.349155000000001,97.917715,1217
PERANGUSAN,0.0,0.0,2593
GUNUNG LAGAN,2.347225773195877,97.93275309278351,1898
TANAH BARA,2.3802277227722763,97.95023366336632,1341
SUKA MAKMUR,2.364920720720721,97.95639909909912,2853
SIDOREJO,2.3749141700404857,97.97403643724694,778
PANDAN SARI,0.0,0.0,5507
BLOK 31,2.3685209090909085,97.9822822727272,2453
BLOK 18,2.372004864864864,98.02510864864858,2260
SANGGABERU SILULUSAN,0.0,0.0,1475
BLOK 15,2.4016999999999995,97.99542524271844,5220
TULAAN,3.118699999999997,97.31120000000008,902
BLOK VI BARU,0.0,0.0,1871
TUNAS HARAPAN,2.3968055555555563,97.9717018518518,227
LAE BUTAR,2.3858,97.95920217391304,7458
RIMO,2.3952750000000003,97.96211607142858,890
SIANJO ANJO MERIAH,0.0,0.0,1932
CINGKAM,2.4100008928571417,97.95024285714292,4314
BUKIT HARAPAN,2.426295319148936,97.93065659574468,1681
PENJAHITAN,0.0,0.0,2872
TANJUNG BETIK,2.418823622047243,97.9726015748032,5796
LABUHAN KERA,2.3935137931034483,97.96667586206895,426
SITUBAN MAKMUR,0.0,0.0,3976
LAE BALNO,2.262674074074073,98.164462962963,16232
SIKORAN,2.2512472440944893,98.12620157480316,8888
NAPA GALUH,2.3072658536585373,98.16031463414636,10127
BISKANG,2.334225483870965,98.08953741935484,4777
SITUBUH-TUBUH,0.0,0.0,5582
MANDUMPANG,0.0,0.0,11464
ALUR LINCI,0.0,0.0,246
SIRIMO MUNGKUR,0.0,0.0,24
KERAS,0.0,0.0,110
KETANGKUHAN,0.0,0.0,110
SIOMPIN,0.0,0.0,109
BULU ARA,0.0,0.0,109
LAE BANGUN,0.0,0.0,56
BULU SEMA,0.0,0.0,80
PANGKALAN SULAMPI,0.0,0.0,39
SURO BARU,0.0,0.0,62
SRI KAYU,0.0,0.0,1
PEA JAMBU,2.521022500000001,98.01319321428568,35
LAE PINANG,2.506081102362204,97.93376535433076,65779
SINGKOHOR,2.5321677419354858,97.9531396313364,39589
MUKTI JAYA,2.5560698598130807,97.93536682242996,2850
LAE SIPOLA,2.5586817757009324,97.99024813084112,16537
MUARA PEA,2.4041341563786003,97.87572345679008,92055
SUMBER MUKTI,2.527762007168458,97.88029498207892,25849
LADANG BISIK,2.4076809523809515,97.85092738095244,106876
SAMAR DUA,2.4742929203539847,97.89974469026548,12057
BUTAR,2.4617430921052623,97.8770707236842,1788
MUKTI LINCIR,0.0,0.0,24659
LAPAHAN BUAYA,2.461185849056604,97.83876981132076,11347
LENTONG,2.498358666666668,97.83883600000004,12222
DANAU BUNGARA,2.495164406779661,97.85524067796612,731
KUTA PADANG,2.596768852459016,97.69595491803275,23650
RAKET,2.5278237209302308,97.72920186046515,2788
GAMPONG TENGAH,0.0,0.0,4017
TEPIN TINGGI,2.709835384615385,97.71055384615386,13717
IE MEUDAMA,2.7530370370370374,97.6981185185185,626
UJONG TAN0H,0.0,0.0,15362
KEUDE TRUMON,0.0,0.0,2016
KUTA BARU,0.0,0.0,3416
SINGLENG,0.0,0.0,2199
PANTON BILI,0.0,0.0,9752
UPT II PD HARAPAN,0.0,0.0,2831
SEUNABOK JAYA (EX UPT V),0.0,0.0,6765
TITI POBEN,0.0,0.0,1822
ALUR BUJOK,2.8289478260869565,97.78045652173913,2730
SEUNEUBOK PUNTHO,0.0,0.0,1554
PINTO RIMBA,2.9056676923076923,97.73987230769237,2366
KRUNG LUAS,0.0,0.0,73
JAMBO DALEM,2.924417699115045,97.77919115044244,489
KAPAI SEUSAK,2.903145070422535,97.85370657277,170
UPT I SNB PUSAKA,0.0,0.0,194
LHOK RAYA,2.8543195121951217,97.69942682926828,284
IE JEUREUNEH,2.917403571428572,97.70625178571426,539
NACA,2.9081642857142858,97.67662857142857,450
COT BAYU,2.8710941176470586,97.66609117647056,485
JAMBO PAPEUN,2.9213400000000003,97.66772571428572,1037
LADANG RIMBA,2.9116361702127658,97.65267446808512,192
PULO PAYA,2.9280069767441868,97.6360627906977,247
KRUENG BATEE,2.905658620689654,97.62374827586204,649
KAMPONG TEUNGOH,2.9115892857142858,97.61868928571428,258
GUNONG KAPHO,0.0,0.0,606
UJUNG MANGKI,2.9411807692307685,97.44637307692308,0
KEUDE BAKONGAN,2.9284575757575766,97.4755424242424,6
KAMPUNG BARU,0.0,0.0,316
UJUNG PADANG,2.941533333333333,97.49340303030304,72
KMP DRIEN,0.0,0.0,1820
DAHRUL IHSAN,0.0,0.0,210
PADANG BEURAHAN,0.0,0.0,355
UJUNG PULO CUT,0.0,0.0,325
UJUNG PULO RAYEUK,0.0,0.0,1485
PASI SEUBADEH,0.0,0.0,1475
LADANG RIMBA,2.904319512195121,97.5465951219512,361
SIMPANG,2.9239314285714286,97.57701999999998,14107
SAWAH TINGKEUM,2.899241666666668,97.57159166666666,4196
SEULEUKAT,2.902991379310345,97.59535689655176,7851
SENEUBOK ALUR BULAH,0.0,0.0,18419
ALURDUAMAS,0.0,0.0,30701
JAMBO KEUPOK,3.0093102272727266,97.5730818181818,3341
UJUNG TANOH,0.0,0.0,2752
BEUTONG,3.017669565217392,97.56289565217394,30
UJUNG GUNONG RAYEK,0.0,0.0,1
UJUNG GUNUNG CUT,0.0,0.0,129
RAMBONG,2.9718578947368424,97.51437894736844,211
SEUNEUBOK KEURANJI,0.0,0.0,550
BUKIT GADING,0.0,0.0,113
PASI LEMBANG,0.0,0.0,116
UJUNG PADANG,0.0,0.0,28
INDRA DAMAI,0.0,0.0,204
SUAQ BAKONG,3.050254838709677,97.3270387096774,119
BARAT DAYA,3.053141176470588,97.33608823529411,91
SIALANG,3.059026086956522,97.3342565217391,173
KAPEH,3.0617666666666667,97.33906666666664,131
PULO IE,3.0707843137254907,97.33661764705882,285
JUA,3.0673074074074065,97.33021111111108,1463
PASI MERAPAT,0.0,0.0,383
UJUNG,0.0,0.0,1074
LUAR,3.0647,97.3295666666667,922
KEDAI KANDANG,3.0639619047619044,97.32546666666666,838
RANTAU BINUANG,0.0,0.0,767
UJUNG PASIR,3.0760921052631574,97.3261578947368,142
GELUMBUK,0.0,0.0,298
KEDAI RUNDING,3.067338461538462,97.34852692307692,187
SAPIK,3.080550000000001,97.36532352941175,113
DURIAN KAWAN,3.0906425,97.386945,664
ALAI,3.097707142857143,97.37499285714289,713
PAYA DAPUR,3.1099382978723407,97.396985106383,26
PUCUK LEMBANG,3.23283141025641,97.48482179487183,502
LAWE BULUH DIDI,3.1362548387096774,97.4126322580645,141
LAWE SAWAH,3.1896700000000004,97.408816,166
PAYA LABA,3.121812,97.40080000000002,866
LAWE CIMANOK,3.1551500000000003,97.39799090909092,4557
KEDAI PADANG,3.1187,97.31120000000006,1324
PASI KUALA BAU,0.0,0.0,1619
SUAQ GERINGGENG,0.0,0.0,3680
SIMPANG LHEE,3.0827346153846147,97.32551923076925,307
SIMPANG EMPAT,3.083125000000001,97.3375825,1013
JAMBO MANYANG,3.099908571428572,97.32859142857146,9
LIMAU PURUT,3.0938255813953486,97.34747209302328,17
PULO KAMBING,3.0991375000000003,97.36161875000002,520
KAMPUNG PAYA,3.1129,97.36856976744184,4194
KRUENG BATU,3.11166,97.35041714285713,1642
GUNONG PULO,0.0,0.0,1037
PULO IE I,3.107133333333333,97.32156666666668,3559
KRUENG BATEE,3.1127916666666664,97.31795,409
PASI KUALA ASAHAN,3.1187000000000014,97.31120000000006,423
FAJAR HARAPAN,3.13331052631579,97.3221157894737,1250
KRUENG KLUET,3.124597916666666,97.38303541666669,2766
ALUR MAS,3.1521555555555563,97.38484603174604,843
KAMPUNG TINGGI,3.2059040000000003,97.391736,153
KAMPUNG RUAK,0.0,0.0,312
KOTA FAJAR,0.0,0.0,623
GUNUNG PUDUNG,0.0,0.0,575
UJUNG PADANG ASAHAN,0.0,0.0,844
PULO IE II,0.0,0.0,280
IE MIRAH,0.0,0.0,230
UJUNG PADANG RASIAN,0.0,0.0,778
PASI RASIAN,0.0,0.0,1101
TEUPIN GAJAH,0.0,0.0,333
KAMPUNG BARO,0.0,0.0,385
KRUENG KELEE,0.0,0.0,1405
LHOK SIALANG RAYEUK,0.0,0.0,73
LHOK SIALANG CUT,0.0,0.0,2124
PAYATEUK,0.0,0.0,1192
SILOLO,0.0,0.0,330
KAMPUNG BARU,0.0,0.0,198
SI NEUBOK,0.0,0.0,10248
LADANG TUHA,0.0,0.0,620
PANTON BILI,0.0,0.0,359
LADANG TEUNGOH,0.0,0.0,1501
PUCUK KRUENG,0.0,0.0,2082
MATA IE,0.0,0.0,3484
UJUNG BATU,0.0,0.0,364
PANTE RAJA,0.0,0.0,691
JAMBO PAPAN,0.0,0.0,87
KOTO INDARUNG,3.1900631578947367,97.39487368421057,490
SIURAI URAI,0.0,0.0,2060
MALAKA,3.201418918918919,97.3765054054054,979
LAWE MELANG,3.2201000000000013,97.38046279069768,68
KOTO,3.2181608695652177,97.37442608695652,2047
KAMPUNG SAWAH,3.227532142857143,97.37128571428572,2031
KAMPUNG PADANG,3.23269393939394,97.36613030303027,842
PULO AIR,3.262246153846154,97.35839615384614,2143
MERSAK,3.2191333333333336,97.35662222222224,1098
SIMPANG DUA,3.224143243243243,97.34222972972977,475
SIMPANG TIGA,3.204733333333333,97.33535952380952,1320
ALUR KEJRUN,3.512235072463765,97.3647484057971,804
GUNUNG KERAMBIL,0.0,0.0,615
AIR BERUDANG,0.0,0.0,775
LHOK KETAPANG,0.0,0.0,1087
HILIR,0.0,0.0,784
PASAR,0.0,0.0,75
PADANG,0.0,0.0,16
TEPI AIR,0.0,0.0,124
HULU,0.0,0.0,109
JAMBO APHA,0.0,0.0,82
LHOK BENGKUANG,0.0,0.0,133
BATU ITAM,0.0,0.0,6
PANJUPIAN,0.0,0.0,191
LHOK RUKAM,0.0,0.0,23
AIR PINANG,0.0,0.0,36
PANTON LUAS,0.0,0.0,173
LHOK BENGKUANG TIMUR,0.0,0.0,149
UJUNG TANAH,0.0,0.0,36
PAYONAN GADANG,0.0,0.0,63
LUBUK LAYU,0.0,0.0,167
SUAQ HULU,0.0,0.0,49
LUAR,0.0,0.0,723
UJUNG KAMPUNG,0.0,0.0,520
TAMPANG,0.0,0.0,635
JILATANG,0.0,0.0,2406
AIR SIALANG HULU,0.0,0.0,208
AIR SIALANG TENGAH,0.0,0.0,721
AIR SIALANG HILIR,0.0,0.0,141
SUBARANG,0.0,0.0,645
GUNUNG KETEK,0.0,0.0,972
KOTA BARU,0.0,0.0,122
MADAT,0.0,0.0,1734
DALAM,0.0,0.0,42
TENGAH,0.0,0.0,601
BALAI,0.0,0.0,31
BARU,0.0,0.0,832
GADANG,0.0,0.0,172
LADANG KASIK PUTIH,0.0,0.0,293
LADANG PANTON LUAS,0.0,0.0,457
ALUR SIMERAH,0.0,0.0,578
ALUR PINANG,0.0,0.0,50
GUNUNG CUT,0.0,0.0,158
KUTA BLANG,0.0,0.0,799
BATEE TUNGGAI,0.0,0.0,55
ARAFAH,0.0,0.0,638
SAWANG BAU,0.0,0.0,21
UJUNG PADANG,0.0,0.0,900
KUTA BARO,3.4072826086956525,97.08972173913044,917
SIMPANG III,0.0,0.0,355
BLANG GELINGGANG,0.0,0.0,164
MEULIGO,3.397817142857144,97.09203142857146,305
SAWANG I,3.3890470588235297,97.0941176470588,3043
SAWANG II,3.3794807692307693,97.10247692307692,215
UJUNG KARANG,3.3714060606060614,97.11423636363638,101
LHOK PAWOH,3.3591833333333336,97.12631041666668,1410
PANTON LUAS,3.3763969696969696,97.15053333333331,868
TRIENG MEUDURO TUNONG,0.0,0.0,720
TRIENG MEUDURO BAROH,0.0,0.0,342
SIKULAT,3.3950799999999988,97.098145,45
MUTIARA,3.4579033834586457,97.18527518796988,1745
ALUE MEUTUAH,0.0,0.0,209
LHOK AMAN,3.4325500000000004,97.07864545454544,454
LADANG BARO,0.0,0.0,62
LABUHAN TAROK,3.440054716981132,97.0686566037736,788
TANJUNG HARAPAN,3.455244444444445,97.06741666666666,163
KUTA BARO,0.0,0.0,148
KEUDE MEUKEK,0.0,0.0,84
ARON TUNGGAI,3.4677166666666666,97.05225,147
BLANG BLADEH,3.469441176470588,97.0603764705882,402
BLANG TEUNGOH,3.4702666666666664,97.08273333333334,72
IE BUBOH,3.4617652173913056,97.07598695652176,38
KUTA BULOH II,3.472795454545454,97.05491818181818,25
KUTA BULOH I,3.4766875,97.06055000000002,96
IE DINGEN,0.0,0.0,166
DRIEN JALO,3.4891136363636366,97.0786681818182,286
JAMBO PAPEUN,3.596658510638296,97.20209539007092,34
BUKET MEUH,0.0,0.0,418
ALUE BARO,3.5075,97.06334736842106,11
ROT TEUNGOH,3.4873160000000007,97.061328,193
BLANG KUALA,3.1187000000000005,97.31120000000006,47
LADANG TUHA,3.495606976744187,97.04637906976744,290
LHOK MAMPLAM,3.4989716981132086,97.04332075471694,481
LABUHAN TAROK II,0.0,0.0,74
PADANG BARU,0.0,0.0,266
LEMBAH BARU,0.0,0.0,166
TENGAH BARU,3.5613071428571432,96.98563214285711,207
PAWOH,3.554976923076924,96.9910871794872,568
APHA,3.5527807692307696,96.99522692307691,352
PASAR LAMA,3.5485083333333325,96.99732083333332,104
PADANG BAKAU,0.0,0.0,122
BAKAU HULU,3.5472850000000014,97.0180275,841
MANGGIS HARAPAN,3.5523230769230767,97.00926153846156,986
UJUNG BATU,3.5568266666666664,96.99882666666667,826
DALAM,3.5584333333333333,96.99339523809525,2269
KOTA PALAK,3.5601545454545462,96.9940590909091,1041
CACANG,3.5613720000000013,96.99565200000002,162
TENGAH PISANG,0.0,0.0,944
PISANG,3.6026026315789474,97.0419986842105,322
HULU PISANG,3.568579365079364,96.99439841269842,1560
KEUMUMU HILIR,3.523270454545454,97.01587272727274,1625
PAYA PEULUMAT,3.5029857142857144,97.02659714285711,95
TENGAH PEULUMAT,0.0,0.0,1208
PADANG PEULUMAT,3.507858139534884,97.03787209302324,1507
LIMAU SARING,3.5106692307692304,97.03966730769233,1374
AUR PEULUMAT,0.0,0.0,1154
KEUMUMU HULU,3.5297425531914888,97.02606808510636,1991
BEUTONG,3.51465,97.03837777777775,3468
PEUNALOP,0.0,0.0,3938
GUNUNG ROTAN,3.6234455284552847,97.11897804878052,720
KEUMUMU SEBERANG,0.0,0.0,848
SAWANG INDAH,0.0,0.0,2757
PULO IE,0.0,0.0,1634
SUAK LOKAN,0.0,0.0,8450
IKU LHUNG,3.585358823529412,96.9564176470588,374
PANTE GEULIMA,3.5908388888888885,96.95641666666664,5327
BLANG BARU,3.569892000000001,96.95918400000002,119
BLANG POROH,3.5703000000000014,96.96462962962966,269
KUTA IBOH,3.565168181818182,96.97121363636364,27
TUTONG,3.569596774193548,96.9780387096774,552
UJUNG PADANG,3.5627320000000013,96.974964,2
TENGAH IBOH,0.0,0.0,101
PEULOKAN,3.6430661157024793,97.06860909090908,72
KUTA TRIENG,3.593421621621622,96.96307567567564,563
PANTON PAWOH,3.611455,96.98171833333332,4
BATEE MEUCANANG,0.0,0.0,358
PANTON RUBEK,0.0,0.0,412
MUARA BARU,3.4153142857142877,97.84350428571427,101
PASIR BANGUN,3.4266844444444446,97.83555111111112,490
NGKERAN,0.0,0.0,67
LAWE KONGKIR,0.0,0.0,728
KUBU,3.4279848484848485,97.81827878787878,37
KUTA CINGKAM II,3.4369181818181818,97.82335000000002,48
KUTA CINGKAM I,3.4395999999999987,97.83196250000005,25
LAWE SEMPILANG,3.4380020408163263,97.80661428571428,45
KUTA BATU II,3.4536494505494493,97.81474175824178,170
KUTA BATU I,3.457187628865978,97.81213917525773,110
PRAPAT BATU NUNGGUL,3.4679674418604653,97.80461627906976,65
PULO SEPANG,3.472467567567568,97.8027081081081,103
PAYA MUNJE,0.0,0.0,44
DARUL AMIN,3.4311109090909104,97.83752909090911,8
LAWE LUBANG INDAH,0.0,0.0,119
BATU HAMPARAN,3.430053488372092,97.81036511627909,80
RIH MBELANG,3.4518682539682537,97.80378888888887,24
KUTE BATU BARU,3.460746153846152,97.8090326923077,57
RUMAH KAMPUNG,3.4054525000000018,97.84576249999998,17
PASEKH PEKHMATE,0.0,0.0,78
PASIR NUNGGUL,3.422679710144927,97.83623913043478,75
LAWE KONGKIR HILIR,0.0,0.0,6
PULO NDADAP,3.4473849056603774,97.82362452830192,8
PINTU KHIMBE,3.448287012987012,97.80745064935066,29
PULO GADUNG,3.4800000000000004,97.80029137931037,132
CINGKAM MERANGGUN,0.0,0.0,41
PASIR NUNANG,0.0,0.0,94
DELENG KUKUSEN,3.40633125,97.82493281250002,93
PENGUHAPAN,3.28281304347826,97.8897304347826,20
SALIM PIPIT,3.2879342105263163,97.90803684210528,53
LAWE SUMUR,3.325658823529411,97.8965862745098,128
UNING SIGUGUR,3.3331595744680858,97.8945489361702,17
KUTA LANG LANG,0.0,0.0,528
LUMBAN SITIO TIO,0.0,0.0,71
MERANTI,3.3538125,97.88206666666666,259
PERDAMEAN,0.0,0.0,398
MUTIARA DAMAI,3.3496944444444443,97.87095555555555,546
LUMBAN TUA,3.34826875,97.85988125,4
DOLOK NAULI,3.3536749999999995,97.86551875,261
TUHI JONGKAT,3.3620346153846152,97.86517692307692,114
TITI MAS,3.3644172413793108,97.86168275862067,83
LAWE MALUN,0.0,0.0,297
ALUR BANING,3.2938157894736846,97.88336315789472,467
